filename,width,height,depth,class,pose,truncated,difficult,xmin,ymin,xmax,ymax
P00593.jpg,1536,664,3,knife,Unspecified,0,1,272,75,346,369
P00593.jpg,1536,664,3,knife,Unspecified,0,0,242,59,328,348
P00593.jpg,1536,664,3,gun,Unspecified,0,0,207,230,366,348
P06684.jpg,934,660,3,plier,Unspecified,0,0,536,411,629,501
P06684.jpg,934,660,3,plier,Unspecified,0,0,549,416,643,493
P06684.jpg,934,660,3,plier,Unspecified,0,0,693,406,736,530
P06684.jpg,934,660,3,plier,Unspecified,0,0,666,390,752,510
P04093.jpg,542,514,3,plier,Unspecified,0,0,217,316,275,419
P06874.jpg,752,608,3,scissor,Unspecified,0,0,464,225,503,312
P08681.jpg,658,562,3,scissor,Unspecified,0,0,148,455,297,473
P08681.jpg,658,562,3,scissor,Unspecified,0,0,202,272,299,377
P04905.jpg,527,515,3,wrench,Unspecified,0,0,353,298,393,426
P04905.jpg,527,515,3,plier,Unspecified,0,0,324,303,370,426
P04905.jpg,527,515,3,plier,Unspecified,0,0,204,254,309,296
P04905.jpg,527,515,3,plier,Unspecified,0,0,202,276,318,318
P04905.jpg,527,515,3,plier,Unspecified,0,0,284,364,354,484
P01869.jpg,594,593,3,gun,Unspecified,0,0,156,5,327,97
P04911.jpg,394,611,3,scissor,Unspecified,0,0,191,503,240,548
P06860.jpg,1008,492,3,plier,Unspecified,0,0,599,181,719,279
P06860.jpg,1008,492,3,plier,Unspecified,0,0,698,177,786,327
P08695.jpg,923,508,3,plier,Unspecified,0,0,488,300,534,426
P06653.jpg,1500,1035,3,plier,Unspecified,0,0,642,427,788,566
P00222.jpg,829,517,3,knife,Unspecified,0,0,209,105,599,198
P04044.jpg,390,297,3,scissor,Unspecified,0,0,219,138,260,205
P04722.jpg,457,598,3,plier,Unspecified,0,0,308,434,409,545
P08118.jpg,294,783,3,plier,Unspecified,0,0,91,623,215,749
P08118.jpg,294,783,3,plier,Unspecified,0,0,78,584,159,708
P08118.jpg,294,783,3,wrench,Unspecified,0,0,161,555,209,654
P01882.jpg,622,493,3,gun,Unspecified,0,0,117,201,257,352
P00544.jpg,849,643,3,knife,Unspecified,0,0,183,271,313,601
P00544.jpg,849,643,3,knife,Unspecified,0,0,86,360,473,489
P00544.jpg,849,643,3,plier,Unspecified,0,0,205,415,362,577
P00550.jpg,616,679,3,knife,Unspecified,0,0,202,369,492,635
P00550.jpg,616,679,3,knife,Unspecified,0,0,214,319,498,622
P00550.jpg,616,679,3,plier,Unspecified,0,0,292,487,509,588
P05428.jpg,418,445,3,scissor,Unspecified,0,0,193,117,235,190
P02347.jpg,726,557,3,gun,Unspecified,0,0,450,175,599,319
P03059.jpg,678,477,3,gun,Unspecified,0,0,478,168,609,274
P03059.jpg,678,477,3,gun,Unspecified,0,0,534,78,617,289
P03059.jpg,678,477,3,knife,Unspecified,0,0,622,78,654,425
P04736.jpg,628,566,3,plier,Unspecified,0,0,341,27,517,77
P04050.jpg,793,449,3,knife,Unspecified,0,0,65,74,207,326
P02421.jpg,691,380,3,gun,Unspecified,0,0,497,190,595,318
P02421.jpg,691,380,3,gun,Unspecified,0,0,338,91,544,184
P06647.jpg,901,569,3,scissor,Unspecified,0,0,437,198,487,303
P01128.jpg,564,744,3,gun,Unspecified,0,0,411,378,496,543
P01128.jpg,564,744,3,plier,Unspecified,0,0,186,358,337,602
P01128.jpg,564,744,3,plier,Unspecified,0,0,54,53,213,139
P00236.jpg,676,497,3,knife,Unspecified,0,0,21,145,101,450
P00236.jpg,676,497,3,gun,Unspecified,0,0,69,155,174,250
P00236.jpg,676,497,3,gun,Unspecified,0,0,362,273,444,409
P07559.jpg,563,378,3,plier,Unspecified,0,0,119,142,207,241
P07559.jpg,563,378,3,plier,Unspecified,0,0,146,123,203,183
P07559.jpg,563,378,3,wrench,Unspecified,0,0,421,195,479,291
P03717.jpg,922,558,3,gun,Unspecified,0,0,106,124,161,335
P02409.jpg,842,578,3,knife,Unspecified,0,0,186,198,299,525
P02409.jpg,842,578,3,knife,Unspecified,0,0,53,253,237,541
P01100.jpg,578,599,3,gun,Unspecified,0,0,188,140,306,304
P01100.jpg,578,599,3,plier,Unspecified,0,0,233,36,464,223
P07571.jpg,547,540,3,wrench,Unspecified,0,0,300,284,459,301
P07571.jpg,547,540,3,plier,Unspecified,0,0,269,309,409,382
P07571.jpg,547,540,3,plier,Unspecified,0,0,331,378,447,421
P08642.jpg,449,506,3,scissor,Unspecified,0,0,244,271,297,408
P07217.jpg,688,478,3,wrench,Unspecified,0,0,386,224,575,360
P00578.jpg,658,779,3,knife,Unspecified,0,0,320,221,455,566
P00578.jpg,658,779,3,knife,Unspecified,0,0,182,379,576,482
P00578.jpg,658,779,3,plier,Unspecified,0,0,367,364,548,517
P06109.jpg,457,659,3,wrench,Unspecified,0,0,57,478,293,545
P06109.jpg,457,659,3,plier,Unspecified,0,0,85,347,192,387
P06109.jpg,457,659,3,plier,Unspecified,0,0,84,321,196,360
P05400.jpg,491,589,3,scissor,Unspecified,0,0,378,205,409,286
P03071.jpg,835,555,3,gun,Unspecified,0,0,113,325,202,435
P03071.jpg,835,555,3,gun,Unspecified,0,0,66,336,97,456
P03071.jpg,835,555,3,knife,Unspecified,0,0,49,163,393,397
P03071.jpg,835,555,3,knife,Unspecified,0,0,95,139,385,268
P03071.jpg,835,555,3,knife,Unspecified,0,0,50,179,320,312
P05414.jpg,502,649,3,plier,Unspecified,0,0,244,275,421,325
P05414.jpg,502,649,3,plier,Unspecified,0,0,291,322,447,433
P03065.jpg,874,632,3,knife,Unspecified,0,0,95,195,385,354
P03065.jpg,874,632,3,knife,Unspecified,0,0,59,238,421,445
P03065.jpg,874,632,3,knife,Unspecified,0,0,63,266,344,370
P03065.jpg,874,632,3,gun,Unspecified,0,0,96,419,133,537
P03065.jpg,874,632,3,gun,Unspecified,0,0,139,393,239,499
P08130.jpg,477,399,3,plier,Unspecified,0,0,99,63,206,167
P08130.jpg,477,399,3,plier,Unspecified,0,0,144,67,235,163
P08130.jpg,477,399,3,wrench,Unspecified,0,0,190,49,246,180
P08130.jpg,477,399,3,wrench,Unspecified,0,0,216,81,260,152
P01672.jpg,640,585,3,plier,Unspecified,0,0,345,169,608,272
P01672.jpg,640,585,3,gun,Unspecified,0,0,238,372,335,513
P01114.jpg,921,744,3,gun,Unspecified,0,0,339,313,512,441
P01114.jpg,921,744,3,plier,Unspecified,0,0,562,385,705,475
P01114.jpg,921,744,3,plier,Unspecified,0,0,226,182,312,404
P07565.jpg,822,660,3,wrench,Unspecified,0,0,61,290,255,351
P07565.jpg,822,660,3,plier,Unspecified,0,0,86,345,186,405
P08656.jpg,398,541,3,scissor,Unspecified,0,0,240,273,312,313
P03703.jpg,802,440,3,gun,Unspecified,0,0,129,274,328,337
P03703.jpg,802,440,3,gun,Unspecified,0,0,326,225,503,301
P03844.jpg,452,322,3,scissor,Unspecified,0,0,279,80,352,112
P02582.jpg,630,378,3,gun,Unspecified,0,0,433,42,527,210
P00395.jpg,668,525,3,knife,Unspecified,0,0,592,110,643,433
P00395.jpg,668,525,3,gun,Unspecified,0,0,495,167,598,305
P00395.jpg,668,525,3,gun,Unspecified,0,0,331,262,409,475
P01935.jpg,535,745,3,gun,Unspecified,0,0,233,244,338,431
P06082.jpg,538,568,3,scissor,Unspecified,0,0,414,285,466,396
P04695.jpg,627,616,3,wrench,Unspecified,0,0,194,299,315,498
P04695.jpg,627,616,3,wrench,Unspecified,0,0,198,326,303,470
P04859.jpg,1476,1035,3,scissor,Unspecified,0,0,1078,614,1185,674
P04859.jpg,1476,1035,3,scissor,Unspecified,0,0,1074,618,1180,671
P04681.jpg,478,425,3,plier,Unspecified,0,0,140,78,237,185
P04681.jpg,478,425,3,plier,Unspecified,0,0,114,173,333,230
P04681.jpg,478,425,3,plier,Unspecified,0,0,223,120,376,168
P04681.jpg,478,425,3,plier,Unspecified,0,0,229,120,374,210
P01921.jpg,560,626,3,gun,Unspecified,0,0,356,359,452,514
P07388.jpg,731,546,3,plier,Unspecified,0,0,355,362,420,450
P08905.jpg,462,282,3,gun,Unspecified,0,0,246,102,312,188
P08905.jpg,462,282,3,gun,Unspecified,0,0,103,117,133,181
P00381.jpg,692,549,3,gun,Unspecified,0,0,261,135,426,260
P00381.jpg,692,549,3,gun,Unspecified,0,0,112,386,234,466
P00381.jpg,692,549,3,knife,Unspecified,0,0,10,181,171,529
P06928.jpg,1251,687,3,wrench,Unspecified,0,0,1052,381,1224,563
P06928.jpg,1251,687,3,wrench,Unspecified,0,0,1061,477,1181,558
P03688.jpg,606,608,3,gun,Unspecified,0,0,386,176,485,327
P03850.jpg,627,513,3,wrench,Unspecified,0,0,522,114,601,291
P03850.jpg,627,513,3,plier,Unspecified,0,0,520,116,581,248
P02596.jpg,836,570,3,gun,Unspecified,0,0,73,218,160,342
P02596.jpg,836,570,3,gun,Unspecified,0,0,76,212,263,291
P02596.jpg,836,570,3,knife,Unspecified,0,0,79,437,480,538
P02596.jpg,836,570,3,knife,Unspecified,0,0,62,463,460,522
P06900.jpg,1500,1006,3,plier,Unspecified,0,0,1418,607,1490,736
P03878.jpg,583,451,3,scissor,Unspecified,0,0,235,236,337,285
P04871.jpg,476,589,3,plier,Unspecified,0,0,292,399,426,528
P01909.jpg,846,722,3,gun,Unspecified,0,0,334,282,478,438
P08087.jpg,797,630,3,wrench,Unspecified,0,0,123,220,235,340
P08087.jpg,797,630,3,wrench,Unspecified,0,0,122,207,221,301
P04865.jpg,284,361,3,scissor,Unspecified,0,0,133,261,172,316
P07439.jpg,439,546,3,plier,Unspecified,0,0,229,393,324,494
P00356.jpg,658,430,3,gun,Unspecified,0,0,70,172,164,308
P00356.jpg,658,430,3,knife,Unspecified,0,0,30,120,81,342
P00356.jpg,658,430,3,gun,Unspecified,0,0,391,74,590,124
P01048.jpg,602,764,3,plier,Unspecified,0,0,347,196,477,429
P01048.jpg,602,764,3,gun,Unspecified,0,0,126,510,265,627
P01048.jpg,602,764,3,gun,Unspecified,0,0,382,360,466,546
P06727.jpg,278,422,3,scissor,Unspecified,0,0,152,289,227,323
P03887.jpg,532,871,3,wrench,Unspecified,0,0,363,603,478,736
P03887.jpg,532,871,3,wrench,Unspecified,0,0,424,626,468,742
P02541.jpg,690,376,3,gun,Unspecified,0,0,22,227,177,315
P04130.jpg,552,805,3,plier,Unspecified,0,0,398,615,464,733
P04130.jpg,552,805,3,plier,Unspecified,0,0,284,690,460,766
P04656.jpg,333,588,3,plier,Unspecified,0,0,227,303,289,464
P04656.jpg,333,588,3,plier,Unspecified,0,0,203,341,257,498
P04656.jpg,333,588,3,wrench,Unspecified,0,0,160,291,224,512
P04656.jpg,333,588,3,wrench,Unspecified,0,0,161,284,229,519
P03139.jpg,688,585,3,knife,Unspecified,0,0,4,249,139,569
P03139.jpg,688,585,3,gun,Unspecified,0,0,84,242,158,358
P03139.jpg,688,585,3,gun,Unspecified,0,0,361,312,441,449
P02227.jpg,541,617,3,gun,Unspecified,0,0,268,487,469,573
P02227.jpg,541,617,3,gun,Unspecified,0,0,201,65,422,136
P05548.jpg,651,517,3,plier,Unspecified,0,0,481,226,550,346
P06041.jpg,1102,689,3,plier,Unspecified,0,0,327,88,422,171
P06041.jpg,1102,689,3,plier,Unspecified,0,0,327,138,390,279
P00430.jpg,838,499,3,knife,Unspecified,0,0,17,77,58,451
P00430.jpg,838,499,3,gun,Unspecified,0,0,70,304,168,420
P00430.jpg,838,499,3,gun,Unspecified,0,0,159,201,252,345
P06055.jpg,397,516,3,scissor,Unspecified,0,0,183,420,215,462
P00424.jpg,648,485,3,knife,Unspecified,0,0,591,117,629,429
P00424.jpg,648,485,3,gun,Unspecified,0,0,491,166,587,304
P00424.jpg,648,485,3,gun,Unspecified,0,0,401,176,493,319
P08078.jpg,635,668,3,plier,Unspecified,0,0,397,507,511,623
P08078.jpg,635,668,3,plier,Unspecified,0,0,454,393,510,541
P04642.jpg,960,538,3,plier,Unspecified,0,0,756,145,849,312
P04642.jpg,960,538,3,wrench,Unspecified,0,0,782,354,859,499
P02233.jpg,544,610,3,gun,Unspecified,0,0,278,407,485,497
P02233.jpg,544,610,3,gun,Unspecified,0,0,30,100,233,174
P03893.jpg,692,729,3,scissor,Unspecified,0,0,180,158,270,270
P02555.jpg,700,322,3,gun,Unspecified,0,0,503,51,630,185
P04124.jpg,541,556,3,plier,Unspecified,0,0,350,280,410,394
P00342.jpg,841,548,3,knife,Unspecified,0,0,31,354,421,458
P06733.jpg,1019,632,3,wrench,Unspecified,0,0,353,287,433,457
P05212.jpg,1500,1035,3,wrench,Unspecified,0,0,560,738,816,787
P05212.jpg,1500,1035,3,wrench,Unspecified,0,0,531,656,601,809
P03663.jpg,741,423,3,plier,Unspecified,0,0,367,282,531,339
P03663.jpg,741,423,3,gun,Unspecified,0,0,233,221,374,324
P03663.jpg,741,423,3,plier,Unspecified,0,0,216,240,400,293
P07405.jpg,1049,733,3,plier,Unspecified,0,0,669,507,721,647
P07405.jpg,1049,733,3,plier,Unspecified,0,0,616,541,695,574
P07405.jpg,1049,733,3,wrench,Unspecified,0,0,579,550,677,605
P07405.jpg,1049,733,3,plier,Unspecified,0,0,508,542,633,580
P01712.jpg,670,646,3,plier,Unspecified,0,0,224,101,355,204
P01712.jpg,670,646,3,plier,Unspecified,0,0,336,341,407,592
P01712.jpg,670,646,3,gun,Unspecified,0,0,101,321,308,400
P07363.jpg,663,811,3,plier,Unspecified,0,0,347,460,410,528
P08050.jpg,493,383,3,plier,Unspecified,0,0,315,119,374,292
P03105.jpg,669,530,3,knife,Unspecified,0,0,17,110,82,453
P03105.jpg,669,530,3,gun,Unspecified,0,0,61,330,173,421
P03105.jpg,669,530,3,gun,Unspecified,0,0,296,167,390,330
P05574.jpg,428,660,3,plier,Unspecified,0,0,100,434,164,558
P03111.jpg,697,546,3,knife,Unspecified,0,0,26,35,160,388
P03111.jpg,697,546,3,gun,Unspecified,0,0,87,259,166,378
P03111.jpg,697,546,3,gun,Unspecified,0,0,388,204,487,376
P05560.jpg,881,707,3,plier,Unspecified,0,0,663,273,749,391
P05560.jpg,881,707,3,plier,Unspecified,0,0,713,304,796,465
P05560.jpg,881,707,3,plier,Unspecified,0,0,731,300,824,355
P05560.jpg,881,707,3,plier,Unspecified,0,0,731,333,826,419
P05560.jpg,881,707,3,plier,Unspecified,0,0,773,388,814,473
P01706.jpg,650,585,3,gun,Unspecified,0,0,515,87,612,251
P01706.jpg,650,585,3,plier,Unspecified,0,0,219,22,483,113
P00418.jpg,880,619,3,knife,Unspecified,0,0,72,309,386,549
P00418.jpg,880,619,3,knife,Unspecified,0,0,105,443,418,529
P00418.jpg,880,619,3,knife,Unspecified,0,0,61,419,342,495
P00418.jpg,880,619,3,gun,Unspecified,0,0,125,295,214,385
P00418.jpg,880,619,3,gun,Unspecified,0,0,69,262,102,374
P07377.jpg,590,490,3,plier,Unspecified,0,0,377,136,553,222
P08044.jpg,462,419,3,plier,Unspecified,0,0,33,133,200,256
P08722.jpg,406,377,3,scissor,Unspecified,0,0,136,246,212,275
P01060.jpg,808,475,3,plier,Unspecified,0,0,431,357,690,447
P01060.jpg,808,475,3,gun,Unspecified,0,0,326,173,491,269
P05206.jpg,1135,675,3,plier,Unspecified,0,0,599,263,704,358
